frame,area,num_vertices
1616,536.5,15
1617,536.5,15
1618,540.5,14
1619,532.5,13
1620,514.5,14
1621,637.5,17
1622,521.5,14
1623,538.5,13
1624,518.0,16
1625,528.5,13
1626,527.5,14
1627,518.0,12
1628,552.0,13
1629,535.0,13
1630,545.5,14
1631,528.5,16
1632,530.0,13
1633,513.0,12
1634,537.0,14
1635,504.0,12
1636,540.5,12
1637,530.5,14
1638,526.0,11
1639,517.0,14
1640,531.5,14
1641,515.5,13
1642,545.5,14
1643,509.0,11
1644,547.5,14
1645,542.0,14
1646,505.0,11
1647,441.0,13
1648,359.0,13
1649,313.0,15
1650,274.0,12
1651,285.5,13
1652,301.5,13
1653,296.0,15
1654,291.0,15
1655,281.0,17
1656,281.5,17
1657,287.0,18
1658,257.0,11
1659,199.5,13
1660,167.0,11
1661,153.0,12
1662,128.0,12
1663,170.5,15
1664,211.5,16
1665,215.0,18
1666,212.0,14
1667,182.5,14
1668,95.0,15
1669,47.5,16
1670,79.0,14
1671,89.0,11
1672,144.0,12
1673,161.5,14
1674,144.5,12
1675,130.5,12
1676,140.5,12
1677,161.5,17
1678,237.0,15
1679,309.5,17
1680,335.0,16
1681,364.5,17
1682,360.5,13
1683,346.5,13
1684,348.5,14
1685,287.0,11
1686,773.5,13
1687,335.5,14
1688,277.0,13
1689,261.0,14
1690,270.5,12
1691,222.5,14
1692,244.0,16
1693,92.5,11
1694,130.5,15
1695,50.5,12
1696,26.0,14
1697,26.0,14
1698,13.0,9
1699,372.5,11
1700,521.5,11
1701,519.0,15
1702,513.0,11
1703,512.0,11
1704,509.0,11
1705,507.0,10
1706,513.5,11
1707,509.0,10
1708,513.5,14
1709,501.5,9
1710,512.0,13
1711,509.0,11
1712,517.0,13
1713,522.5,15
1714,512.0,10
1715,505.0,10
1716,506.5,10
1717,530.5,13
1718,496.5,12
1719,518.0,11
1720,509.5,12
1721,525.5,12
1722,519.0,11
1723,511.0,10
1724,532.5,13
1725,498.5,11
1726,508.0,10
1727,521.5,13
1728,536.0,14
1729,545.0,14
1730,511.5,11
1731,499.0,12
1732,513.0,12
1733,521.0,14
1734,519.0,14
1735,516.0,10
1736,526.0,14
1737,526.5,14
1738,526.5,13
1739,517.5,13
1740,532.0,15
1741,497.0,12
1742,515.0,14
1743,502.5,12
1744,520.5,16
1745,520.0,14
1746,506.5,13
1747,509.0,15
1748,525.0,11
1749,514.0,13
1750,517.0,14
1751,517.0,14
1752,521.0,14
1753,526.5,16
1754,526.0,12
1755,512.0,14
1756,518.5,13
1757,541.5,14
1758,527.5,12
1759,534.0,14
1760,517.5,13
1761,513.5,14
1762,498.0,17
1763,513.0,15
1764,503.0,13
1765,518.0,15
1766,507.5,12
1767,536.0,15
1768,496.0,14
1769,505.5,14
1770,509.5,14
1771,494.0,11
1772,496.0,10
1773,522.0,15
1774,513.0,14
1775,504.0,13
1776,514.0,15
1777,508.5,13
1778,510.0,15
1779,510.0,15
1780,503.0,14
1781,507.5,13
1782,514.5,14
1783,523.5,14
1784,519.0,14
1785,506.0,13
1786,494.5,13
1787,494.0,12
1788,499.5,10
1789,505.0,10
1790,510.0,16
1791,505.0,10
1792,503.0,16
1793,486.5,13
1794,508.5,12
1795,492.5,11
1796,503.0,10
1797,520.0,16
1798,506.0,14
1799,532.5,14
1800,515.0,10
1801,509.0,13
1802,497.5,13
1803,507.5,11
1804,489.0,10
1805,511.0,14
1806,515.0,16
1807,491.5,13
1808,500.5,12
1809,485.5,12
1810,498.5,12
1811,501.5,13
1812,489.5,12
1813,504.5,15
1814,489.0,13
1815,498.5,13
1816,501.5,16
1817,504.5,16
1818,489.5,16
1819,495.0,15
1820,482.0,15
1821,471.0,10
1822,483.0,13
1823,479.5,12
1824,498.0,13
1825,488.5,14
1826,475.5,9
1827,482.0,11
1828,492.5,14
1829,499.5,12
1830,481.5,11
1831,499.5,14
1832,480.5,13
1833,481.5,13
1834,494.0,13
1835,478.5,12
1836,501.0,13
1837,495.0,12
1838,480.0,13
1839,492.5,9
1840,507.0,15
1841,486.5,12
1842,489.5,11
1843,493.0,13
1844,504.0,13
1845,507.0,13
1846,510.0,11
1847,487.0,9
1848,516.0,12
1849,478.0,12
1850,443.0,13
1851,474.0,12
1852,477.5,12
1853,462.0,12
1854,454.0,11
1855,449.5,15
1856,492.0,16
1857,475.0,15
1858,460.0,10
1859,454.5,12
1860,494.5,17
1861,479.5,12
1862,464.5,13
1863,478.5,12
1864,479.0,8
1865,491.0,13
1866,451.5,16
1867,464.0,14
1868,477.0,14
1869,478.5,14
1870,453.5,13
1871,445.5,10
1872,467.5,15
1873,460.5,16
1874,465.0,17
1875,476.5,16
1876,456.5,14
1877,462.0,14
1878,475.0,11
1879,492.0,16
1880,489.0,13
1881,464.5,14
1882,497.0,16
1883,484.5,16
1884,463.0,15
1885,477.0,15
1886,457.0,14
1887,454.5,12
1888,451.0,15
1889,477.0,17
1890,453.0,19
1891,429.0,16
1892,464.0,14
1893,464.5,15
1894,458.5,14
1895,489.0,13
1896,474.0,14
1897,492.5,15
1898,448.0,13
1899,503.5,15
1900,463.0,15
1901,486.5,16
1902,435.0,14
1903,480.5,12
1904,494.0,15
1905,458.0,14
1906,470.0,18
1907,470.0,15
1908,472.0,14
1909,469.5,14
1910,472.0,13
1911,433.5,16
1912,470.0,17
1913,453.0,12
1914,432.0,13
1915,476.5,13
1916,462.5,12
1917,474.0,14
1918,464.5,15
1919,487.5,15
1920,459.5,15
1921,439.0,13
1922,427.5,14
1923,401.5,15
1924,457.0,14
1925,432.5,15
1926,463.5,14
1927,476.5,16
1928,435.5,12
1929,481.0,13
1930,489.5,14
1931,504.5,17
1932,463.5,10
1933,486.5,13
1934,487.0,12
1935,471.0,10
1936,495.5,14
1937,502.5,8
1938,502.0,12
1939,525.0,15
1940,493.0,16
1941,506.0,13
1942,518.0,13
1943,511.0,13
1944,515.0,14
1945,496.0,15
1946,504.0,14
1947,498.5,16
1948,487.5,14
1949,484.0,15
1950,518.0,13
1951,482.5,16
1952,509.5,13
1953,519.0,15
1954,506.0,14
1955,514.0,12
1956,523.0,12
1957,476.0,15
1958,481.5,11
1959,486.5,15
1960,489.5,14
1961,500.5,14
1962,502.5,16
1963,501.5,16
1964,466.0,14
1965,498.0,13
1966,497.5,16
1967,460.5,11
1968,482.5,15
1969,430.0,14
1970,476.0,11
1971,482.5,11
1972,467.0,14
1973,484.5,14
1974,493.5,15
1975,443.5,15
1976,489.0,13
1977,460.5,15
1978,446.5,12
1979,462.5,16
1980,465.0,16
1981,461.0,15
1982,465.0,14
1983,472.0,14
1984,443.0,14
1985,455.5,15
1986,477.0,19
1987,477.0,19
1988,476.0,18
1989,483.0,15
1990,484.5,17
1991,458.0,16
1992,485.0,16
1993,490.0,13
1994,505.5,14
1995,511.5,16
1996,482.5,15
1997,448.0,9
1998,475.5,14
1999,503.5,16
2000,477.5,13
2001,454.5,16
2002,466.0,15
2003,478.0,12
2004,503.5,13
2005,485.5,12
2006,493.5,13
2007,493.5,14
2008,483.0,12
2009,502.0,15
2010,496.5,16
2011,462.0,13
2012,474.0,12
2013,480.5,14
2014,464.0,13
2015,476.5,12
2016,496.0,14
2017,484.0,13
2018,492.0,16
2019,491.5,13
2020,511.0,16
2021,461.5,14
2022,488.5,14
2023,515.5,12
2024,495.0,16
2025,500.5,16
2026,484.5,16
2027,471.5,14
2028,485.5,14
2029,481.0,16
2030,487.5,13
2031,500.5,14
2032,489.5,14
2033,455.0,15
2034,461.5,14
2035,467.0,16
2036,470.0,14
2037,471.0,15
2038,467.0,14
2039,472.5,18
2040,436.5,15
2041,450.5,16
2042,463.0,12
2043,464.0,13
2044,459.0,17
2045,443.5,11
2046,468.5,15
2047,444.0,13
2048,455.5,12
2049,492.5,13
2050,452.0,14
2051,457.0,14
2052,470.5,12
2053,467.0,16
2054,485.0,13
2055,446.5,15
2056,446.5,15
2057,449.0,14
2058,473.5,15
2059,467.5,13
2060,470.5,12
2061,449.0,15
2062,443.5,12
2063,449.5,12
2064,446.0,12
2065,485.5,15
2066,462.0,14
2067,450.0,11
2068,454.5,13
2069,455.5,16
2070,448.5,15
2071,438.0,12
2072,428.5,13
2073,421.0,11
2074,497.5,17
2075,497.0,14
2076,505.0,12
2077,517.5,14
2078,506.0,14
2079,498.5,17
2080,513.5,15
2081,498.5,14
2082,488.5,14
2083,504.5,14
2084,473.0,16
2085,488.0,14
2086,504.0,11
2087,492.5,12
2088,490.5,13
2089,499.5,13
2090,494.0,14
2091,463.5,12
2092,492.0,14
2093,492.0,14
2094,484.0,12
2095,518.0,14
2096,481.5,12
2097,449.5,14
2098,454.0,11
2099,475.0,13
2100,509.0,13
2101,493.5,15
2102,454.0,16
2103,489.5,17
2104,483.5,18
2105,491.0,15
2106,499.5,13
2107,473.0,17
2108,493.5,13
2109,498.5,16
2110,479.0,15
2111,465.0,13
2112,483.5,12
2113,463.5,13
2114,457.5,14
2115,470.0,14
2116,486.5,14
2117,491.5,13
2118,484.5,11
2119,465.0,13
2120,476.5,15
2121,447.5,17
2122,464.5,17
2123,469.5,15
2124,461.5,16
2125,452.0,19
2126,453.5,13
2127,457.5,13
2128,467.0,16
2129,462.0,15
2130,437.0,15
2131,437.0,14
2132,399.0,13
2133,399.5,16
2134,433.5,17
2135,430.5,15
2136,414.5,14
2137,433.0,16
2138,369.0,15
2139,372.5,18
2140,420.0,15
2141,409.0,15
2142,433.0,17
2143,395.5,15
2144,422.5,16
2145,445.0,15
2146,419.0,14
2147,479.5,14
2148,468.0,15
2149,469.0,13
2150,440.5,13
2151,447.5,14
2152,463.0,16
2153,447.5,14
2154,434.0,12
2155,398.0,9
2156,403.5,14
2157,399.0,14
2158,394.0,18
2159,398.0,15
2160,425.5,15
2161,390.5,15
2162,368.0,15
2163,361.0,12
2164,363.0,12
2165,399.5,12
2166,419.5,15
2167,385.5,13
2168,416.0,16
2169,407.5,14
2170,420.0,14
2171,421.0,14
2172,382.0,11
2173,367.5,11
2174,398.0,12
2175,419.5,13
2176,418.0,14
2177,381.5,12
2178,375.5,14
2179,377.0,14
2180,383.5,16
2181,367.5,14
2182,376.5,15
2183,402.0,15
2184,403.5,18
2185,376.0,15
2186,367.5,14
2187,412.0,16
2188,399.5,14
2189,355.5,11
2190,427.0,15
2191,414.0,15
2192,409.5,13
2193,386.5,12
2194,398.0,16
2195,383.5,18
2196,314.5,11
2197,357.0,14
2198,328.0,14
2199,366.5,9
2200,384.0,11
2201,339.5,13
2202,387.0,17
2203,361.0,14
2204,313.5,13
2205,353.0,12
2206,382.0,11
2207,435.5,19
2208,444.5,14
2209,440.0,14
2210,402.5,16
2211,454.0,14
2212,378.0,14
2213,396.5,14
2214,364.0,14
2215,363.0,13
2216,410.0,16
2217,457.5,13
2218,465.5,15
2219,477.0,14
2220,458.0,14
2221,439.0,14
2222,446.0,16
2223,450.5,14
2224,454.0,17
2225,448.0,14
2226,438.0,15
2227,448.5,15
2228,402.0,12
2229,421.0,8
2230,455.5,11
2231,426.5,11
2232,372.0,13
2233,434.0,19
2234,418.5,14
2235,440.5,13
2236,464.0,14
2237,368.0,13
2238,408.0,17
2239,376.0,14
2240,423.5,15
2241,398.0,12
2242,425.5,10
2243,442.5,15
2244,438.5,12
2245,372.5,13
2246,408.0,14
2247,384.5,10
2248,377.5,12
2249,396.5,15
2250,391.0,16
2251,380.0,11
2252,355.0,15
2253,372.0,13
2254,389.0,14
2255,357.0,14
2256,366.0,13
2257,359.5,12
2258,367.0,14
2259,325.5,15
2260,305.5,13
2261,353.0,11
2262,347.5,12
2263,326.5,14
2264,339.0,14
2265,353.5,16
2266,326.0,18
2267,371.0,13
2268,376.5,14
2269,335.5,15
2270,358.5,15
2271,346.5,12
2272,337.5,12
2273,317.5,12
2274,324.0,14
2275,320.0,11
2276,379.5,16
2277,338.5,13
2278,322.0,16
2279,340.0,14
2280,354.0,13
2281,346.5,13
2282,332.0,14
2283,321.5,14
2284,373.0,18
2285,413.5,15
2286,381.0,10
2287,386.0,11
2288,382.5,8
2289,390.5,10
2290,381.5,11
2291,382.0,14
2292,383.0,15
2293,369.5,15
2294,337.5,15
2295,320.0,12
2296,369.0,14
2297,354.0,15
2298,401.5,14
2299,444.5,15
2300,451.5,14
2301,435.0,17
2302,413.5,17
2303,439.5,14
2304,447.5,10
2305,475.5,11
2306,479.5,13
2307,473.5,12
2308,462.0,13
2309,448.5,14
2310,434.5,13
2311,439.5,16
2312,421.0,12
2313,403.0,16
2314,435.5,13
2315,367.5,14
2316,393.5,15
2317,394.5,9
2318,420.0,14
2319,420.5,14
2320,439.5,16
2321,337.0,12
2322,344.5,14
2323,324.0,15
2324,334.0,13
2325,353.5,13
2326,357.5,16
2327,357.5,16
2328,340.0,13
2329,340.0,13
2330,359.0,10
2331,360.5,16
2332,293.5,10
2333,339.0,13
2334,321.5,14
2335,303.0,11
2336,323.0,13
2337,308.5,13
2338,324.0,12
2339,307.0,11
2340,302.0,10
2341,330.5,10
2342,330.5,10
2343,320.0,9
2344,308.0,9
2345,355.0,11
2346,389.0,12
2347,407.0,12
2348,337.0,10
2349,359.0,11
2350,383.0,12
2351,386.5,14
2352,374.0,9
2353,328.5,10
2354,392.5,10
2355,391.0,10
2356,378.0,14
2357,330.0,8
2358,330.5,11
2359,369.0,9
2360,361.0,13
2361,317.0,10
2362,351.5,10
2363,373.5,12
2364,340.5,11
2365,304.5,11
2366,341.5,11
2367,394.5,14
2368,392.0,15
2369,299.0,13
2370,350.5,14
2371,344.5,12
