frame,area,num_vertices
175,59948.0,13
176,59209.5,14
177,58745.5,14
178,57567.5,13
179,58038.0,14
180,57871.5,14
181,57558.0,13
182,57582.0,13
183,58293.0,14
184,56576.5,11
185,57994.0,14
186,57358.0,12
187,58290.5,14
188,57071.0,13
189,56949.5,15
190,57533.5,15
191,57780.5,14
192,57459.5,12
193,58835.0,13
194,57919.0,14
195,59397.5,14
196,59680.0,15
197,59309.5,16
198,59394.5,13
199,58998.0,14
200,60975.5,15
201,61209.5,14
202,60907.0,13
203,59837.0,13
204,61045.0,15
205,60585.0,14
206,60238.0,12
207,60993.5,13
208,60603.5,12
209,62003.0,13
210,62163.0,15
211,62348.0,13
212,62609.5,14
213,62814.0,13
214,64164.5,14
215,64141.0,13
216,63647.5,13
217,64698.0,15
218,64432.0,15
219,64644.5,15
220,64166.0,14
221,65655.5,15
222,66470.5,17
223,65948.5,16
224,65234.5,13
225,65271.0,15
226,64641.0,15
227,64000.5,12
228,66960.5,14
229,66929.5,14
230,69402.0,14
231,70607.0,16
232,72914.0,20
233,72880.0,17
234,73946.0,17
235,73679.0,16
236,73862.0,19
237,74567.5,15
238,76453.0,16
239,76482.5,15
240,77600.0,17
241,76970.5,14
242,77396.0,14
243,77408.0,13
244,77007.5,12
245,77009.0,12
246,77135.5,14
247,79017.0,13
248,79308.0,13
249,81404.0,16
250,80242.5,14
251,80336.5,17
252,80730.0,15
253,80751.5,13
254,80441.0,13
255,80307.5,16
256,80915.5,13
257,80808.5,13
258,82015.0,15
259,81180.5,15
260,81445.5,15
261,81059.5,15
262,80540.0,12
263,79454.5,10
264,81735.5,14
265,81347.0,14
266,80715.5,11
267,82235.5,16
268,83478.0,16
269,83583.5,14
270,85458.5,15
271,84187.0,12
272,87565.0,17
273,87415.5,17
274,89265.5,16
275,88783.0,16
276,90980.0,16
277,87563.0,15
278,88418.5,19
279,85464.5,16
280,84245.5,15
281,82032.5,16
282,81507.5,17
283,81762.5,16
284,83305.5,15
285,83693.0,15
286,83527.0,15
287,83946.0,16
288,86024.0,14
289,87102.0,15
290,85501.0,16
291,86422.0,15
292,87127.0,18
293,87724.0,16
294,86609.0,14
295,87053.5,16
296,86459.0,15
297,86995.0,15
298,87223.5,17
299,86023.0,16
300,87479.5,16
301,86943.0,13
302,88473.0,16
303,90235.0,16
304,89562.5,17
305,92930.0,17
306,91891.5,18
307,92722.5,18
308,93034.5,16
309,93330.5,16
310,94096.0,14
311,94353.0,15
312,94364.5,16
313,94288.5,15
314,92310.0,15
315,93236.5,16
316,91717.5,15
317,91806.0,15
318,90091.0,13
319,91539.0,12
320,93231.0,13
321,93103.0,14
322,93285.5,12
323,92318.0,13
324,92485.0,13
325,90813.0,17
326,86952.0,15
327,78723.0,12
328,78172.0,13
329,76415.0,13
330,74496.0,12
331,69693.0,14
332,71515.0,16
333,71594.0,15
334,69952.5,13
335,71486.0,15
336,71594.5,15
337,69799.0,13
338,71369.0,15
339,69508.0,14
340,69713.5,14
341,70629.0,14
342,70124.0,15
343,71486.5,15
344,71675.0,14
345,70871.5,15
346,71904.0,15
347,73115.5,15
348,72610.5,12
349,73604.0,14
350,73255.0,14
351,72024.5,15
352,73144.0,14
353,72989.0,16
354,72695.5,15
355,72523.0,18
356,71556.5,13
357,71333.5,13
358,72538.0,13
359,72314.5,13
360,73057.5,19
361,72877.0,17
362,72338.0,16
363,72193.5,17
364,71757.0,15
365,70959.0,12
366,69901.5,13
367,70607.5,14
368,69988.5,12
369,69781.0,11
370,69810.0,12
371,71848.0,14
372,71906.0,13
373,74033.5,16
374,73060.5,17
375,79739.5,13
376,81311.0,14
377,81269.0,18
378,83055.0,17
379,83531.5,14
380,84642.0,16
381,83426.5,16
382,82645.5,15
383,84757.5,17
384,83466.0,14
385,83459.5,13
386,82634.5,14
387,83304.5,13
388,84910.5,14
389,83231.0,14
390,83246.5,14
391,82291.5,15
392,83344.5,13
393,83817.0,19
394,83075.0,15
395,84452.5,14
396,85413.0,14
397,86081.5,16
398,86836.0,14
399,86626.0,12
400,87857.0,13
401,88830.5,12
402,88686.0,11
403,90171.0,13
404,90766.0,15
405,96391.0,14
406,97179.0,12
407,101923.5,13
408,102584.0,13
409,102727.0,13
410,102635.0,13
411,103377.0,14
412,108070.5,16
413,104448.5,16
414,101715.0,17
415,95500.0,15
416,94965.5,16
417,73512.5,13
418,52526.0,17
419,32761.0,14
420,14010.5,7
421,3396.5,6
422,189.0,13
423,482.0,12
424,653.5,12
425,889.0,13
426,1036.5,14
427,1145.5,14
428,1072.0,17
429,1006.0,13
430,992.0,15
431,954.0,13
432,934.0,12
433,926.0,14
434,824.5,12
435,820.5,12
436,780.0,12
437,764.5,12
438,751.0,16
439,730.0,17
440,682.0,12
441,692.0,13
442,671.0,12
443,639.5,11
444,656.0,13
445,633.0,10
446,626.0,12
447,623.0,12
448,614.0,12
449,621.5,14
450,598.5,11
451,580.0,12
452,570.0,14
453,558.0,14
454,530.0,17
455,497.0,13
456,493.0,15
457,475.5,14
458,505.0,11
459,490.0,15
460,451.5,14
461,452.5,12
462,428.0,12
463,436.0,11
464,394.5,16
465,379.0,15
466,358.0,16
467,404.0,13
468,375.5,14
469,386.5,14
470,309.0,14
471,345.5,15
472,352.0,16
473,364.0,15
474,383.5,15
475,371.5,12
476,339.5,16
477,333.5,16
478,326.5,16
479,277.5,15
480,321.5,16
481,317.5,17
482,307.0,15
483,274.0,13
484,283.5,13
485,317.0,13
486,326.5,13
487,312.5,15
488,328.0,16
489,320.0,12
490,278.5,15
491,264.5,14
492,289.0,15
493,239.5,15
494,253.5,16
495,281.5,13
496,257.5,14
497,283.0,14
498,241.0,11
499,244.5,10
500,297.5,14
501,220.5,15
502,261.5,16
503,250.5,14
504,219.0,15
505,232.0,12
506,224.5,16
507,207.0,11
508,219.5,14
509,199.5,10
510,195.5,12
511,248.5,13
512,273.0,15
513,216.0,13
514,223.5,13
515,223.5,13
516,241.0,14
517,256.0,14
518,268.5,12
519,206.5,11
520,253.5,16
521,241.5,13
522,202.5,10
523,206.0,12
524,229.0,16
525,230.0,14
526,222.5,14
527,217.5,17
528,268.0,18
529,195.5,16
530,193.0,14
531,244.0,18
532,250.5,12
533,245.5,13
534,282.5,15
535,278.5,17
536,277.0,18
537,292.5,16
538,277.0,16
539,292.0,14
540,275.5,13
541,293.5,14
542,293.5,16
543,298.5,14
544,314.5,12
545,326.5,17
546,328.5,18
547,357.0,12
548,348.5,12
549,345.5,16
550,384.5,12
551,391.5,13
552,365.0,16
553,378.0,12
554,354.5,15
555,369.5,13
556,378.0,13
557,403.5,15
558,410.0,9
559,422.5,14
560,422.5,14
561,440.0,14
562,424.5,13
563,432.5,15
564,459.0,13
565,429.0,11
566,410.0,13
567,436.0,8
568,480.0,12
569,433.5,10
570,451.0,14
571,448.0,16
572,481.0,17
573,487.5,14
574,502.5,12
575,504.0,12
576,503.0,9
577,506.0,13
578,511.5,13
579,499.5,15
580,531.0,11
581,514.0,10
582,539.5,11
583,528.5,12
584,510.0,14
585,522.5,15
586,537.0,15
587,521.5,15
588,513.5,17
589,477.0,13
590,459.5,12
591,491.0,14
592,492.0,14
593,494.0,17
594,500.0,11
595,515.0,14
596,489.5,15
597,500.0,14
598,512.5,14
599,520.0,15
600,521.0,16
601,500.0,14
602,528.5,14
603,495.0,13
604,501.5,13
605,496.0,12
606,500.0,14
607,502.0,15
608,519.0,13
609,503.0,13
610,488.5,13
611,523.0,16
612,491.0,13
613,511.5,15
614,514.0,16
615,517.5,14
616,512.5,17
617,478.5,17
618,468.0,16
619,493.5,14
620,479.0,12
621,481.0,12
622,472.0,13
623,468.0,16
624,454.0,14
625,469.5,15
626,446.0,14
627,455.5,15
628,417.0,14
629,428.5,14
630,438.0,15
631,424.5,14
632,415.5,12
633,430.0,13
634,413.5,15
635,416.5,14
636,394.0,15
637,407.5,13
638,414.5,13
639,448.0,13
640,406.0,15
641,450.0,15
642,445.5,12
643,445.0,12
644,445.0,13
645,468.0,13
646,464.0,12
647,475.0,13
648,456.5,15
649,488.0,14
650,482.5,11
651,490.0,15
652,489.5,15
653,477.0,14
654,478.0,16
655,477.5,12
656,480.5,12
657,502.0,13
658,478.5,15
659,502.0,14
660,491.5,13
661,500.0,13
662,511.5,12
663,501.5,13
664,491.5,13
665,520.0,12
666,492.0,13
667,494.5,15
668,503.0,14
669,532.5,15
670,503.0,11
671,527.0,13
672,508.0,13
673,516.5,13
674,517.0,14
675,528.5,12
676,536.5,16
677,511.0,10
678,525.5,13
679,495.5,15
680,490.5,10
681,488.5,13
682,457.5,9
683,494.5,13
684,513.5,13
685,486.5,14
686,491.5,14
687,485.0,12
688,502.5,14
689,478.0,12
690,489.5,8
691,518.5,11
692,521.0,12
693,526.0,12
694,494.5,12
695,539.5,12
696,502.0,15
697,511.0,15
698,467.5,13
699,436.0,11
700,400.5,10
701,417.0,9
702,405.0,10
703,426.0,10
704,500.5,12
705,467.5,13
706,468.5,10
707,456.0,12
708,435.5,10
709,467.0,15
710,445.0,15
711,468.0,15
712,424.5,13
713,474.0,15
714,475.0,15
715,456.5,12
716,452.0,14
717,407.5,13
718,450.0,12
719,416.0,13
720,449.5,15
721,446.0,15
722,460.0,13
723,475.0,17
724,468.0,12
725,466.5,11
726,485.0,16
727,466.0,15
728,443.0,12
729,448.0,13
730,431.5,15
731,433.0,13
732,433.0,15
733,461.0,15
734,475.0,15
735,477.5,14
736,477.5,14
737,485.0,14
738,463.0,13
739,486.0,15
740,515.5,16
741,511.0,14
742,517.5,16
743,499.0,15
744,526.5,15
745,504.0,13
746,504.5,14
747,502.0,13
748,496.0,14
749,545.5,11
750,547.0,12
751,543.5,15
752,544.0,12
753,542.0,11
754,524.0,14
755,536.5,13
756,523.0,13
757,515.5,13
758,529.5,13
759,525.5,15
760,535.0,11
761,546.5,13
762,534.5,12
763,537.5,15
764,553.0,14
765,528.0,15
766,547.0,12
767,530.5,10
768,541.5,12
769,531.0,12
770,525.0,13
771,536.0,13
772,515.5,11
773,540.5,14
774,547.0,14
775,524.0,14
776,534.0,12
777,537.0,11
778,541.0,14
779,551.0,13
780,553.0,15
781,542.0,14
782,529.5,13
783,521.5,10
784,525.5,15
785,535.0,14
786,544.0,15
787,524.0,12
788,514.0,13
789,510.5,14
790,519.5,15
791,503.5,15
792,512.0,12
793,505.5,9
794,508.0,12
795,516.0,16
796,527.5,15
797,530.0,13
798,526.5,14
799,542.0,14
800,534.0,14
801,526.0,13
802,521.5,12
803,530.0,15
804,537.5,13
805,550.5,10
806,551.5,17
807,547.5,18
808,514.5,13
809,506.5,13
810,531.0,17
811,497.5,14
812,519.0,13
813,519.0,13
814,541.5,13
815,551.0,14
816,521.0,12
817,529.0,12
818,516.5,15
819,502.5,14
820,463.0,12
821,513.5,14
822,542.0,15
823,522.0,14
824,514.0,14
825,501.5,13
826,509.0,17
827,522.0,14
828,496.5,16
829,525.0,13
830,532.5,15
831,492.5,15
832,510.5,16
833,513.0,18
834,491.5,15
835,502.5,13
836,519.0,14
837,502.0,14
838,486.5,13
839,488.0,14
840,485.0,14
841,479.0,15
842,471.0,12
843,452.0,13
844,471.0,11
845,465.5,13
846,447.5,14
847,456.5,15
848,418.5,12
849,429.0,11
850,467.5,12
851,479.5,15
852,467.0,14
853,500.5,12
854,473.5,13
855,476.0,14
856,468.0,13
857,476.5,16
858,472.0,14
859,484.5,15
860,449.5,14
861,523.0,14
862,489.0,12
863,512.5,16
864,522.5,15
865,511.5,13
866,531.0,14
867,522.0,15
868,498.0,13
869,524.5,15
870,504.0,14
871,493.5,14
872,514.5,16
873,525.5,14
874,521.0,12
875,513.0,11
876,526.0,12
877,529.0,13
878,545.0,11
879,567.5,17
880,518.0,11
881,539.5,13
882,552.0,13
883,530.0,12
884,163.0,12
885,48.0,16
886,105.0,13
887,198.0,16
888,118.0,14
889,102.5,9
890,141.5,12
891,148.0,13
892,176.0,12
893,174.0,15
894,191.0,13
895,207.0,14
896,236.5,15
897,197.0,12
898,337.5,18
899,290.5,12
900,885.0,17
901,592.5,15
902,636.0,13
903,696.5,19
904,1189.0,20
905,1363.5,18
906,1693.5,17
907,1301.5,22
908,814.0,17
909,519.5,15
910,558.0,15
911,518.0,14
912,524.0,17
913,502.0,13
914,504.0,13
915,497.0,14
916,487.5,13
917,535.0,14
918,512.5,12
919,533.0,12
920,532.0,12
921,530.0,15
922,532.0,15
923,529.5,16
924,532.5,13
925,537.5,13
926,535.0,13
927,561.0,13
928,547.0,11
929,513.5,11
930,525.5,14
931,550.0,13
932,521.0,10
933,530.5,12
934,528.0,12
935,500.0,15
936,500.5,16
937,456.0,13
938,469.5,12
939,490.0,13
940,445.5,11
941,477.0,15
942,466.5,11
943,469.0,14
944,477.0,14
945,492.0,11
946,496.0,15
947,452.0,17
948,495.5,13
949,478.0,13
950,506.5,14
951,507.0,13
952,504.0,10
953,525.0,14
954,530.5,12
955,541.0,13
956,520.5,11
957,523.0,10
958,526.0,13
959,531.0,16
960,515.0,14
961,526.5,14
962,520.5,13
963,526.5,12
964,513.5,16
965,506.5,12
966,493.0,13
967,499.0,12
968,520.0,14
969,529.5,13
970,516.5,13
971,508.0,12
972,513.0,15
973,541.5,14
974,513.5,12
975,520.5,12
976,524.0,14
977,517.0,16
978,501.5,13
979,514.5,14
980,520.5,13
981,508.0,13
982,506.0,15
983,497.0,13
984,504.5,12
985,479.5,12
986,510.5,15
987,507.5,13
988,507.0,13
989,494.5,12
990,505.5,11
991,496.5,15
992,521.5,15
993,498.5,11
994,508.0,12
995,504.0,14
996,518.5,14
997,522.5,16
998,505.5,11
999,505.5,13
1000,517.5,14
1001,511.0,14
1002,437.5,17
1003,494.5,16
1004,456.0,12
1005,441.0,13
1006,451.0,17
1007,446.5,14
1008,440.0,12
1009,396.0,9
1010,468.0,16
1011,413.5,14
1012,421.0,13
1013,407.5,14
1014,411.5,13
1015,426.0,13
1016,415.0,12
1017,438.0,14
1018,405.0,12
1019,422.5,13
1020,429.0,16
1021,443.0,14
1022,469.0,14
1023,452.5,13
1024,436.5,11
1025,469.0,14
1026,476.5,13
1027,489.0,16
1028,492.0,12
1029,473.5,15
1030,497.5,14
1031,459.5,12
1032,481.0,14
1033,469.5,13
1034,458.5,17
1035,484.0,16
1036,420.5,12
1037,402.0,15
1038,374.0,10
1039,400.0,13
1040,456.0,16
1041,441.5,11
1042,407.0,12
1043,435.5,13
1044,449.5,12
1045,430.5,12
1046,423.0,16
1047,482.5,14
1048,428.5,11
1049,489.5,16
1050,426.5,12
1051,370.0,8
1052,457.5,13
1053,466.0,14
1054,417.5,16
1055,453.0,16
1056,423.0,12
1057,440.5,15
1058,447.5,15
1059,447.5,14
1060,468.5,17
1061,424.0,13
1062,480.5,15
1063,469.0,14
1064,484.0,15
1065,449.5,13
1066,480.0,16
1067,448.0,14
1068,430.5,13
1069,471.5,14
1070,472.5,13
1071,467.5,14
1072,496.5,14
1073,473.0,13
1074,477.0,12
1075,471.0,13
1076,463.0,18
1077,474.0,16
1078,451.0,11
1079,462.5,15
1080,468.5,15
1081,436.5,16
1082,413.5,12
1083,422.5,14
1084,431.0,16
1085,437.0,15
1086,423.5,16
1087,442.0,16
1088,458.5,12
1089,420.0,11
1090,428.5,17
1091,474.0,15
1092,427.5,11
1093,468.0,15
1094,493.0,18
1095,493.0,16
1096,471.0,15
1097,472.0,15
1098,485.0,16
1099,444.5,14
1100,467.5,17
1101,488.5,17
1102,519.0,15
1103,497.5,13
1104,470.5,17
1105,470.0,13
1106,457.5,11
1107,461.0,11
1108,451.0,13
1109,432.0,9
1110,459.0,12
1111,460.0,13
1112,460.0,13
1113,454.0,14
1114,484.0,15
1115,499.5,14
1116,487.0,14
1117,488.0,14
1118,516.0,15
1119,532.5,12
1120,508.5,16
1121,497.5,16
1122,483.0,14
1123,491.5,12
1124,501.5,11
1125,509.0,13
1126,494.0,13
1127,514.5,13
1128,521.5,15
1129,521.5,16
1130,491.5,14
1131,486.5,16
1132,512.5,14
1133,521.0,14
1134,506.5,13
1135,475.0,13
1136,498.5,12
1137,475.0,15
1138,475.5,12
1139,511.0,16
1140,497.0,13
1141,461.0,10
1142,420.0,10
1143,465.5,12
1144,424.0,13
1145,466.5,15
1146,477.5,16
1147,501.0,14
1148,474.5,14
1149,465.5,11
1150,466.5,15
1151,453.0,11
1152,479.0,17
1153,464.5,17
1154,456.5,13
1155,478.5,16
1156,444.5,10
1157,380.5,11
1158,402.5,15
1159,388.5,14
1160,392.0,12
1161,392.0,12
1162,399.0,14
1163,383.0,14
1164,427.5,16
1165,389.0,12
1166,386.5,15
1167,478.5,10
1168,464.0,15
1169,479.0,17
1170,455.0,14
1171,448.5,12
1172,446.0,15
1173,443.0,16
1174,382.5,12
1175,372.0,11
1176,428.0,16
1177,384.5,11
1178,384.5,12
1179,483.5,14
1180,445.0,16
1181,458.0,15
1182,470.0,14
1183,453.5,13
1184,447.5,12
1185,448.0,14
1186,467.0,19
1187,475.5,16
1188,445.5,12
1189,437.0,15
1190,393.5,11
1191,393.0,13
1192,383.5,12
1193,437.5,13
1194,442.0,14
1195,448.5,13
1196,382.0,8
1197,431.0,17
1198,424.5,13
1199,390.0,14
1200,410.5,14
1201,394.5,15
1202,373.0,9
1203,381.5,11
1204,399.5,10
1205,387.0,11
1206,433.0,12
1207,413.5,13
1208,424.5,15
1209,432.0,18
1210,441.5,14
1211,426.0,11
1212,404.5,12
1213,406.0,11
1214,415.0,13
1215,436.5,17
1216,431.5,14
1217,461.5,13
1218,434.0,16
1219,459.0,15
1220,452.0,13
1221,415.5,13
1222,433.5,13
1223,454.0,12
1224,441.0,9
1225,444.5,13
1226,481.5,13
1227,454.5,15
1228,465.0,13
1229,459.5,14
1230,473.0,12
1231,484.0,14
1232,481.5,12
1233,441.5,11
1234,457.0,12
1235,484.5,14
1236,464.5,12
1237,468.5,12
1238,394.0,10
1239,404.0,13
1240,418.5,13
1241,464.5,14
1242,438.5,12
1243,424.5,14
1244,483.0,14
1245,482.5,14
1246,429.5,12
1247,477.0,14
1248,442.5,11
1249,443.5,12
1250,451.0,11
1251,436.0,11
1252,437.0,15
1253,459.5,14
1254,457.5,17
1255,496.0,14
1256,514.0,16
1257,513.0,16
1258,511.5,16
1259,487.5,14
1260,455.0,14
1261,488.5,16
1262,483.5,13
1263,481.0,12
1264,498.0,15
1265,490.0,15
1266,478.0,16
1267,462.0,15
1268,465.5,18
1269,501.5,13
1270,457.0,19
1271,462.0,14
1272,480.5,13
1273,470.5,16
1274,414.5,16
1275,415.0,13
1276,463.5,13
1277,441.0,14
1278,412.0,15
1279,445.5,17
1280,489.5,13
1281,467.0,12
1282,419.0,9
1283,444.0,12
1284,458.0,11
1285,430.5,10
1286,453.5,12
1287,453.5,12
1288,440.5,11
1289,481.5,10
1290,492.0,13
1291,487.0,10
1292,500.5,14
1293,464.0,13
1294,461.5,11
1295,463.0,17
1296,453.5,10
1297,451.0,14
1298,434.5,12
1299,418.0,10
1300,431.0,13
1301,413.0,10
1302,409.5,15
1303,422.5,15
1304,401.5,15
1305,437.5,18
1306,402.0,12
1307,413.0,13
1308,394.0,12
1309,385.5,13
1310,402.0,12
1311,465.5,15
1312,444.0,13
1313,463.0,14
1314,437.5,13
1315,486.5,12
1316,478.0,11
1317,511.5,11
1318,464.5,13
1319,430.0,11
1320,482.5,13
1321,457.0,13
1322,474.5,13
1323,472.5,14
1324,478.5,12
1325,446.0,14
1326,486.5,16
1327,447.5,13
1328,450.0,15
1329,467.0,16
1330,458.5,15
1331,463.5,12
1332,464.5,11
1333,477.5,12
1334,469.0,14
1335,453.0,14
1336,478.5,12
1337,497.5,15
1338,385.5,13
1339,429.5,16
1340,479.5,12
1341,485.0,14
1342,474.0,14
1343,459.0,13
1344,426.5,14
1345,458.5,15
1346,435.5,13
1347,404.0,9
1348,388.5,14
1349,391.5,16
1350,419.5,14
1351,411.0,12
1352,428.5,11
1353,451.5,15
1354,471.0,12
1355,443.5,11
1356,463.0,13
1357,456.5,11
1358,457.0,13
1359,436.0,13
1360,438.5,13
1361,423.0,16
1362,428.5,15
1363,476.5,11
1364,472.5,18
1365,423.0,11
1366,445.5,13
1367,478.5,13
1368,469.5,12
1369,457.0,15
1370,424.5,15
1371,496.0,12
1372,464.0,15
1373,451.5,17
1374,455.5,14
1375,442.0,13
1376,457.5,15
1377,444.0,13
1378,459.0,13
1379,431.0,14
1380,448.5,14
1381,448.5,14
1382,487.5,18
1383,473.0,13
1384,465.5,13
1385,481.5,14
1386,464.0,14
1387,456.0,11
1388,435.0,16
1389,446.0,16
1390,440.0,14
1391,461.5,15
1392,483.0,13
1393,503.0,18
1394,449.5,15
1395,476.5,12
1396,474.5,16
1397,426.0,16
1398,469.5,17
1399,455.0,15
1400,431.5,14
1401,435.5,16
1402,425.5,14
1403,442.5,15
1404,458.0,13
1405,404.0,10
1406,430.0,17
1407,453.5,16
1408,427.0,14
1409,420.0,15
1410,384.0,12
1411,408.0,12
1412,436.0,12
1413,430.0,15
1414,434.0,15
1415,466.5,13
1416,453.5,13
1417,443.5,14
1418,396.5,14
1419,409.5,12
1420,393.5,16
1421,398.0,12
1422,418.5,18
1423,426.5,18
1424,421.5,17
1425,417.5,12
1426,412.0,11
1427,387.5,14
1428,412.5,15
1429,398.5,12
1430,451.5,17
1431,438.5,11
1432,433.5,14
1433,428.5,15
1434,425.0,15
1435,419.5,14
1436,449.5,14
1437,446.5,12
1438,455.5,13
1439,474.0,13
1440,467.0,15
1441,420.0,7
1442,436.0,9
1443,409.5,7
1444,412.5,13
1445,412.5,13
1446,431.0,12
1447,425.5,13
1448,349.5,15
1449,349.5,15
1450,349.5,15
1451,395.5,9
1452,443.5,13
1453,434.5,16
1454,393.0,15
1455,424.5,16
1456,413.5,15
1457,449.0,14
1458,445.0,15
1459,423.0,15
1460,448.0,17
1461,429.5,14
1462,372.0,15
1463,366.5,9
1464,441.5,18
1465,471.5,13
1466,486.0,11
1467,480.5,12
1468,479.0,10
1469,497.5,14
1470,490.5,12
1471,486.5,16
1472,493.0,17
1473,448.0,15
1474,455.5,11
1475,384.5,15
1476,447.0,15
1477,365.5,13
1478,385.0,13
1479,437.0,17
1480,440.5,17
1481,437.0,13
1482,484.0,19
1483,472.5,15
1484,476.5,16
1485,448.0,15
1486,432.0,14
1487,447.5,17
1488,469.5,16
1489,447.0,16
1490,475.0,17
1491,425.5,13
1492,416.5,13
1493,427.5,14
1494,456.0,16
1495,442.5,15
1496,432.0,12
1497,428.0,14
1498,419.5,9
1499,434.5,15
1500,458.5,14
1501,464.5,17
1502,489.5,14
1503,474.0,15
1504,486.0,14
1505,481.0,14
1506,472.0,15
1507,486.5,16
1508,488.5,14
1509,481.5,13
1510,477.5,11
1511,493.5,11
1512,488.5,11
1513,488.5,14
1514,492.5,13
1515,466.0,14
1516,498.5,14
1517,501.5,13
1518,511.0,13
1519,491.0,13
1520,500.5,14
1521,503.5,14
1522,502.0,13
1523,517.5,16
1524,506.0,14
1525,508.5,13
1526,499.5,11
1527,487.0,8
1528,498.5,11
1529,511.0,18
1530,480.5,11
1531,492.5,14
1532,478.0,11
1533,480.5,15
1534,489.5,16
1535,490.5,13
1536,513.5,15
1537,498.5,15
1538,498.0,14
1539,483.5,18
1540,475.0,12
1541,502.0,15
1542,485.5,12
1543,479.0,16
1544,455.5,10
1545,483.5,14
1546,493.0,16
1547,483.5,12
1548,467.0,15
1549,476.5,12
1550,465.5,14
1551,455.0,15
1552,468.0,14
1553,463.0,16
1554,456.5,16
1555,468.5,12
1556,480.0,10
1557,415.0,12
1558,484.5,12
1559,492.5,11
1560,456.0,14
1561,478.5,16
1562,428.5,15
1563,414.0,15
1564,420.5,12
1565,446.0,14
1566,429.0,11
1567,429.0,12
1568,466.5,14
1569,463.0,13
1570,429.5,13
1571,458.0,16
1572,467.5,15
1573,440.0,11
1574,441.5,12
1575,491.0,18
1576,484.5,15
1577,468.0,15
1578,477.5,11
1579,482.0,15
1580,465.5,13
1581,458.0,13
1582,458.0,14
1583,482.0,14
1584,429.5,9
1585,474.0,18
1586,481.0,12
1587,489.0,14
1588,484.0,16
1589,486.5,14
1590,488.5,15
1591,475.5,15
1592,485.5,15
1593,471.5,15
1594,468.5,14
1595,486.0,14
1596,495.0,15
1597,449.5,13
1598,459.5,11
1599,467.5,15
1600,472.5,12
1601,483.5,15
1602,469.0,16
1603,497.0,15
1604,499.5,16
1605,471.5,14
1606,443.0,14
1607,473.5,14
1608,486.5,16
1609,527.0,13
1610,529.5,12
1611,538.5,13
1612,522.0,12
1613,540.0,14
1614,537.5,15
1615,521.5,14
